"CLE199204110","19920411",0,"Saturday",0,"T","D","BOS","CLE","CLE07","heskj001","cookd001","scotd901","garcr901","morrd901","welkt901","","",65813,"STATS Inc.","","STATS Inc.","","",1,1,73,2,6,0,1,2,390,19,7,5,14,20,0,1,10,18,"gardm002","belle001","","","boggw001",5,"reedj003",4,"greem001",7,"burke001",8,"clarj001",10,"brunt001",9,"vaugm001",3,"penat001",2,"rivel001",6,"loftk001",8,"hillg001",7,"baerc001",4,"bellj002",10,"whitm001",9,"sorrp001",3,"aloms001",2,"jacob001",5,"lewim001",6,"gardm002","belle001"
"CLE199204121","19920412",1,"Sunday",0,"T","D","BOS","CLE","CLE07","younm001","nagyc001","garcr901","morrd901","welkt901","scotd901","","",0,"STATS Inc.","","STATS Inc.","","",1,1,41,5,10,0,1,2,157,9,1,2,9,0,1,0,11,6,"nagyc001","younm001","lilld001","","boggw001",5,"reedj003",4,"greem001",7,"burke001",8,"planp001",9,"clarj001",10,"vaugm001",3,"rivel001",6,"flahj001",2,"loftk001",8,"hillg001",10,"baerc001",4,"bellj002",7,"whitm001",9,"sorrp001",3,"jacob001",5,"ortij001",2,"lewim001",6,"","lilld001"
"CLE199204122","19920412",2,"Sunday",0,"T","D","BOS","CLE","CLE07","clemr001","scuds001","morrd901","welkt901","scotd901","garcr901","","",20480,"STATS Inc.","","STATS Inc.","","",1,1,41,5,10,0,1,1,173,9,3,0,9,2,0,1,10,3,"clemr001","scuds001","","","boggw001",10,"reedj003",4,"planp001",9,"burke001",8,"brunt001",3,"winnh001",7,"naeht001",6,"penat001",2,"coops001",5,"colea001",8,"hillg001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"aloms001",2,"whitm001",9,"jacob001",5,"fermf001",6,"","powet001"
"CLE199204130","19920413",0,"Monday",0,"T","D","DET","CLE","CLE07","tanaf001","ottod001","joycj901","craft901","phild901","roe-r901","","",5615,"STATS Inc.","","STATS Inc.","","",1,1,40,5,15,0,1,2,181,9,7,5,10,10,1,3,6,8,"leitm001","nichr002","hennm001","","gladd001",7,"philt001",4,"trama001",6,"fielc001",3,"tettm001",2,"frymt001",5,"deerr001",9,"carrm001",10,"cuylm001",8,"loftk001",8,"hillg001",10,"baerc001",4,"bellj002",7,"aloms001",2,"sorrp001",3,"whitm001",9,"jacob001",5,"lewim001",6,"hennm001","nichr002"
"CLE199204140","19920414",0,"Tuesday",0,"T","N","DET","CLE","CLE07","terrw001","armsj001","craft901","phild901","roe-r901","joycj901","","",4083,"STATS Inc.","","STATS Inc.","","",1,1,41,5,12,0,1,2,189,9,7,8,8,15,0,2,11,6,"powet001","lancl001","olins001","","gladd001",7,"whitl001",4,"philt001",5,"fielc001",3,"tettm001",10,"deerr001",9,"kreuc001",2,"frymt001",6,"cuylm001",8,"loftk001",8,"hillg001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"aloms001",2,"whitm001",9,"jacob001",5,"lewim001",6,"dohej001","olins001"
"CLE199204150","19920415",0,"Wednesday",0,"T","N","DET","CLE","CLE07","kinge001","belle001","phild901","roe-r901","joycj901","craft901","","",5280,"STATS Inc.","","STATS Inc.","","",1,1,45,6,13,0,1,2,184,9,8,1,10,9,0,0,10,9,"kinge001","belle001","","","gladd001",7,"philt001",4,"trama001",6,"fielc001",3,"tettm001",2,"deerr001",9,"frymt001",5,"carrm001",10,"cuylm001",8,"loftk001",8,"hillg001",10,"baerc001",4,"bellj002",7,"sorrp001",3,"aloms001",2,"whitm001",9,"jacob001",5,"lewim001",6,"leitm001","olins001"
"CLE199204160","19920416",0,"Thursday",0,"T","D","DET","CLE","CLE07","gullb001","cookd001","roe-r901","joycj901","craft901","phild901","","",6434,"STATS Inc.","","STATS Inc.","","",1,1,65,8,8,0,1,2,182,9,13,4,17,9,1,1,5,7,"gullb001","cookd001","","","gladd001",7,"philt001",4,"trama001",6,"fielc001",3,"tettm001",2,"deerr001",9,"frymt001",5,"carrm001",10,"cuylm001",8,"loftk001",8,"hillg001",10,"baerc001",4,"bellj002",7,"sorrp001",3,"whitm001",9,"jacob001",5,"ortij001",2,"lewim001",6,"hennm001","olins001"
"CLE199204240","19920424",0,"Friday",0,"T","N","MIL","CLE","CLE07","plesd001","armsj001","mcclt901","cobld901","merrd901","reedr901","","",9042,"STATS Inc.","","STATS Inc.","","",1,1,44,4,12,0,1,2,158,9,5,0,9,2,0,3,6,5,"plesd001","armsj001","","","molip001",10,"hamid001",9,"surhb001",2,"vaugg001",7,"younr001",8,"stubf001",3,"seitk001",5,"gantj001",4,"flets001",6,"howat001",8,"colea001",7,"baerc001",4,"bellj002",10,"aloms001",2,"sorrp001",3,"whitm001",9,"lewim001",6,"fermf001",5,"nunee001","shawj001"
"CLE199204261","19920426",1,"Sunday",0,"T","D","MIL","CLE","CLE07","bosic001","scuds001","cobld901","merrd901","reedr901","mcclt901","","",0,"STATS Inc.","","STATS Inc.","","",1,1,47,4,10,0,1,2,179,9,9,4,13,9,2,1,6,8,"bosic001","scuds001","","","molip001",10,"hamid001",8,"surhb001",2,"vaugg001",7,"stubf001",3,"bichd001",9,"seitk001",5,"gantj001",4,"flets001",6,"howat001",8,"colea001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"aloms001",2,"whitm001",9,"lewim001",6,"fermf001",5,"ruffb001","nichr002"
"CLE199204262","19920426",2,"Sunday",0,"T","D","MIL","CLE","CLE07","navaj001","cookd001","merrd901","reedr901","mcclt901","cobld901","","",7150,"STATS Inc.","","STATS Inc.","","",1,1,47,4,6,0,1,2,159,9,1,3,7,8,1,1,7,8,"cookd001","navaj001","powet001","","molip001",10,"listp001",6,"younr001",8,"vaugg001",7,"bichd001",9,"seitk001",5,"allaa001",2,"mcint001",3,"suerw001",4,"loftk001",8,"howat001",7,"baerc001",4,"whitm001",9,"sorrp001",3,"aloms001",10,"lewim001",6,"ortij001",2,"fermf001",5,"austj001","powet001"
"CLE199204280","19920428",0,"Tuesday",0,"T","N","OAK","CLE","CLE07","moorm001","nagyc001","mckej901","voltv901","johnm901","kaisk901","","",5028,"STATS Inc.","","STATS Inc.","","",1,1,47,2,3,0,1,1,180,9,3,1,7,7,1,2,9,7,"moorm001","olins001","ecked001","","kingm001",7,"lansc001",5,"cansj001",9,"bainh001",10,"mcgwm001",3,"steit001",2,"wilsw001",8,"bordm001",6,"blanl001",4,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"aloms001",2,"whitm001",9,"lewim001",6,"fermf001",5,"ecked001","powet001"
"CLE199204290","19920429",0,"Wednesday",0,"T","N","OAK","CLE","CLE07","darlr001","ottod001","voltv901","johnm901","kaisk901","mckej901","","",5055,"STATS Inc.","","STATS Inc.","","",1,1,58,2,5,0,1,2,175,9,2,5,10,13,1,1,9,9,"ottod001","darlr001","olins001","","blanl001",4,"lansc001",5,"cansj001",9,"mcgwm001",3,"steit001",2,"readr001",10,"wilsw001",8,"bordm001",6,"hemos001",7,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"whitm001",9,"jacob001",5,"ortij001",2,"lewim001",6,"gossr001","olins001"
"CLE199204300","19920430",0,"Thursday",0,"T","D","CAL","CLE","CLE07","grahj001","shawj001","scotd901","garcr901","morrd901","welkt901","","",4675,"STATS Inc.","","STATS Inc.","","",1,1,49,4,4,0,1,2,176,9,8,5,9,10,0,1,6,8,"grahj001","shawj001","harvb001","","polol001",7,"curtc001",9,"felij001",8,"brooh001",10,"stevl001",3,"fitzm001",2,"gonzr001",5,"roseb001",4,"disag001",6,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"whitm001",9,"jacob001",5,"ortij001",2,"lewim001",6,"harvb001","olins001"
"CLE199205010","19920501",0,"Friday",0,"T","N","CAL","CLE","CLE07","langm001","scuds001","scotd901","garcr901","morrd901","welkt901","","",9367,"STATS Inc.","","STATS Inc.","","",1,1,75,2,17,0,1,1,168,9,7,5,12,6,2,3,7,4,"langm001","scuds001","harvb001","","polol001",7,"curtc001",9,"felij001",8,"brooh001",10,"davia002",3,"gaetg001",5,"fitzm001",2,"gonzr001",4,"disag001",6,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"whitm001",9,"aloms001",2,"jacob001",3,"wortc001",5,"lewim001",6,"harvb001","lilld001"
"CLE199205020","19920502",0,"Saturday",0,"T","D","CAL","CLE","CLE07","valej001","cookd001","garcr901","morrd901","welkt901","scotd901","","",6544,"STATS Inc.","","STATS Inc.","","",1,1,76,2,15,0,1,2,159,9,2,3,7,11,0,1,4,7,"lilld001","eichm001","olins001","","polol001",7,"curtc001",9,"felij001",8,"brooh001",10,"gaetg001",5,"fitzm001",2,"gonzr001",3,"roseb001",4,"disag001",6,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"whitm001",9,"wortc001",5,"ortij001",2,"fermf001",6,"eichm001","olins001"
"CLE199205030","19920503",0,"Sunday",0,"T","D","CAL","CLE","CLE07","finlc001","nagyc001","morrd901","welkt901","scotd901","garcr901","","",8797,"STATS Inc.","","STATS Inc.","","",1,1,56,4,15,0,1,2,192,9,6,3,13,11,0,4,11,8,"bails001","lilld001","harvb001","","polol001",7,"morrj003",9,"felij001",8,"brooh001",10,"stevl001",3,"gaetg001",5,"parrl001",2,"roseb001",4,"disag001",6,"colea001",7,"lewim001",6,"baerc001",4,"bellj002",10,"whitm001",9,"jacob001",3,"wortc001",5,"ortij001",2,"loftk001",8,"harvb001","powet001"
"CLE199205040","19920504",0,"Monday",0,"T","N","KCA","CLE","CLE07","gordt001","ottod001","coont901","reilm901","cousd901","brinj901","","",3930,"STATS Inc.","","STATS Inc.","","",1,1,50,4,10,0,1,2,189,9,11,6,15,8,0,1,6,4,"meacr001","nichr002","","","millk001",4,"mcrab001",8,"jeffg001",5,"joynw001",3,"bretg001",10,"mcrek001",7,"macfm001",2,"thurg001",9,"rossr001",6,"colea001",7,"lewim001",6,"baerc001",4,"bellj002",10,"whitm001",9,"sorrp001",3,"jacob001",5,"ortij001",2,"loftk001",8,"boddm001","belle001"
"CLE199205050","19920505",0,"Tuesday",0,"T","N","KCA","CLE","CLE07","magnm001","armsj001","reilm901","cousd901","brinj901","coont901","","",5021,"STATS Inc.","","STATS Inc.","","",1,1,47,4,12,0,1,2,151,9,6,8,10,10,1,1,8,5,"armsj001","magnm001","olins001","","millk001",4,"mcrab001",8,"jeffg001",5,"joynw001",3,"bretg001",10,"mcrek001",7,"eisej001",9,"macfm001",2,"rossr001",6,"colea001",7,"lewim001",6,"baerc001",4,"bellj002",10,"whitm001",9,"jacob001",3,"wortc001",5,"ortij001",2,"loftk001",8,"meacr001","olins001"
"CLE199205150","19920515",0,"Friday",0,"T","N","MIN","CLE","CLE07","erics001","nagyc001","mcclt901","cobld901","merrd901","reedr901","","",25695,"STATS Inc.","","STATS Inc.","","",1,1,56,6,13,0,1,1,160,9,0,5,6,9,0,1,3,11,"nagyc001","erics001","","","macks001",7,"knobc001",4,"puckk001",8,"hrbek001",3,"davic001",10,"larkg001",9,"gagng001",6,"websl001",2,"reboj001",5,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"whitm001",9,"sorrp001",3,"lewim001",6,"wortc001",5,"ortij001",2,"mahop001",""
"CLE199205160","19920516",0,"Saturday",0,"T","D","MIN","CLE","CLE07","smilj001","armsj001","cobld901","merrd901","reedr901","mcclt901","","",19556,"STATS Inc.","","STATS Inc.","","",1,1,62,5,15,0,1,1,170,9,8,6,11,13,0,3,9,7,"smilj001","armsj001","aguir001","","macks001",7,"knobc001",4,"puckk001",8,"hrbek001",3,"harpb001",2,"bushr001",10,"munop001",9,"gagng001",6,"reboj001",5,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"whitm001",9,"lewim001",6,"sorrp001",3,"wortc001",5,"ortij001",2,"aguir001","olins001"
"CLE199205170","19920517",0,"Sunday",0,"T","D","MIN","CLE","CLE07","tapak001","cookd001","merrd901","reedr901","mcclt901","cobld901","","",9672,"STATS Inc.","","STATS Inc.","","",1,1,83,2,16,0,1,1,171,9,9,5,15,11,0,1,6,6,"tapak001","cookd001","aguir001","","macks001",7,"knobc001",4,"puckk001",8,"davic001",10,"harpb001",2,"munop001",9,"hrbek001",3,"gagng001",6,"reboj001",5,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"whitm001",9,"sorrp001",3,"lewim001",6,"peret002",5,"ortij001",2,"aguir001","olins001"
"CLE199205180","19920518",0,"Monday",0,"T","N","TEX","CLE","CLE07","browk001","scuds001","reilm901","cousd901","brinj901","coont901","","",4438,"STATS Inc.","","STATS Inc.","","",1,1,56,6,20,0,1,1,181,9,3,2,5,9,0,1,9,7,"browk001","lilld001","rogek001","","cangj001",8,"husoj001",6,"palmr001",3,"sierr001",9,"reimk001",10,"daugj001",7,"palmd002",5,"petrg001",2,"newma001",4,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"whitm001",9,"sorrp001",3,"aloms001",2,"thomj002",5,"fermf001",6,"rogek001","olins001"
"CLE199205190","19920519",0,"Tuesday",0,"T","N","TEX","CLE","CLE07","pavlr001","armsj001","cousd901","brinj901","coont901","reilm901","","",7348,"STATS Inc.","","STATS Inc.","","",1,1,59,6,10,0,1,1,212,9,8,7,11,10,1,1,11,8,"mccul001","olins001","russj001","","husoj001",4,"palmr001",3,"gonzj002",8,"sierr001",9,"reimk001",7,"petrg001",2,"farim001",10,"palmd002",5,"thond001",6,"loftk001",8,"colea001",10,"baerc001",4,"sorrp001",3,"whitm001",9,"aloms001",2,"howat001",7,"thomj002",5,"peret002",6,"russj001","chrim001"
"CLE199205200","19920520",0,"Wednesday",0,"T","N","TEX","CLE","CLE07","guzmj001","nagyc001","brinj901","coont901","reilm901","cousd901","","",6687,"STATS Inc.","","STATS Inc.","","",1,1,62,6,8,0,1,1,154,9,1,0,7,5,1,0,7,7,"guzmj001","nagyc001","russj001","","husoj001",4,"palmr001",3,"gonzj002",8,"sierr001",9,"reimk001",7,"daugj001",10,"rodri001",2,"palmd002",5,"thond001",6,"loftk001",8,"colea001",10,"baerc001",4,"sorrp001",3,"whitm001",9,"aloms001",2,"howat001",7,"jacob001",5,"peret002",6,"russj001",""
"CLE199206020","19920602",0,"Tuesday",0,"T","N","SEA","CLE","CLE07","hanse001","ottod001","mccol901","hendt901","meric901","evanj901","","",7265,"STATS Inc.","","STATS Inc.","","",1,1,64,4,5,0,1,1,141,9,3,4,6,8,0,0,5,5,"ottod001","hanse001","olins001","","cotth001",7,"marte001",5,"grifk002",8,"cochd001",10,"buhnj001",9,"obrip001",3,"valld001",2,"vizqo001",6,"reynh001",4,"loftk001",8,"hillg001",10,"baerc001",4,"bellj002",7,"whitm001",9,"sorrp001",3,"jacob001",5,"lewim001",6,"aloms001",2,"","olins001"
"CLE199206030","19920603",0,"Wednesday",0,"T","N","SEA","CLE","CLE07","parkc001","scuds001","hendt901","meric901","evanj901","mccol901","","",7536,"STATS Inc.","","STATS Inc.","","",1,1,65,6,10,0,1,2,159,9,3,8,12,12,0,1,9,5,"scuds001","parkc001","","","brilg001",7,"marte001",5,"grifk002",8,"obrip001",10,"buhnj001",9,"martt002",3,"valld001",2,"vizqo001",6,"reynh001",4,"loftk001",8,"hillg001",10,"baerc001",4,"bellj002",7,"whitm001",9,"sorrp001",3,"jacob001",5,"lewim001",6,"aloms001",2,"nelsj001","cookd001"
"CLE199206040","19920604",0,"Thursday",0,"T","N","SEA","CLE","CLE07","flemd001","boucd001","meric901","evanj901","mccol901","hendt901","","",5022,"STATS Inc.","","STATS Inc.","","",1,1,66,8,10,0,1,2,160,9,10,3,12,7,0,1,4,5,"flemd001","boucd001","","","cotth001",7,"marte001",5,"grifk002",8,"mitck001",10,"buhnj001",9,"cochd001",3,"valld001",2,"schaj001",6,"reynh001",4,"howat001",8,"hillg001",10,"baerc001",4,"bellj002",7,"whitm001",9,"martc002",3,"jacob001",5,"lewim001",6,"aloms001",2,"schom001","olins001"
"CLE199206120","19920612",0,"Friday",0,"T","N","NYA","CLE","CLE07","kamis001","nagyc001","brinj901","coont901","reilm901","cousd901","","",30193,"STATS Inc.","","STATS Inc.","","",1,1,74,6,6,0,1,1,120,9,0,3,5,5,1,0,2,3,"nagyc001","kamis001","","","stana001",6,"hallm001",7,"kellb002",8,"mattd001",3,"tartd001",9,"maask001",10,"nokem001",2,"hayec001",5,"gallm001",4,"loftk001",8,"howat001",9,"baerc001",4,"bellj002",7,"sorrp001",3,"hillg001",10,"jacob001",5,"lewim001",6,"aloms001",2,"",""
"CLE199206130","19920613",0,"Saturday",0,"T","D","NYA","CLE","CLE07","perem001","ottod001","coont901","reilm901","cousd901","brinj901","","",19249,"STATS Inc.","","STATS Inc.","","",1,1,84,4,5,0,1,1,160,9,4,1,9,8,0,1,8,5,"perem001","ottod001","farrs001","","stana001",6,"mattd001",3,"kellb002",8,"tartd001",9,"leyrj001",10,"hallm001",7,"stanm002",2,"hayec001",5,"kellp001",4,"loftk001",8,"howat001",9,"baerc001",4,"bellj002",7,"sorrp001",3,"hillg001",10,"jacob001",5,"aloms001",2,"fermf001",6,"farrs001","powet001"
"CLE199206140","19920614",0,"Sunday",0,"T","D","NYA","CLE","CLE07","johnj004","scuds001","reilm901","cousd901","brinj901","coont901","","",35171,"STATS Inc.","","STATS Inc.","","",1,1,79,4,8,0,1,1,190,10,4,3,10,10,2,0,9,6,"montr002","powet001","farrs001","","stana001",6,"hallm001",7,"kellb002",8,"mattd001",10,"tartd001",9,"maask001",3,"nokem001",2,"hayec001",5,"gallm001",4,"loftk001",8,"howat001",9,"baerc001",4,"bellj002",7,"martc002",3,"hillg001",10,"jacob001",5,"lewim001",6,"aloms001",2,"farrs001","lilld001"
"CLE199206150","19920615",0,"Monday",0,"T","N","BAL","CLE","CLE07","sutcr001","boucd001","meric901","evanj901","mccol901","hendt901","","",7277,"STATS Inc.","","STATS Inc.","","",1,1,63,5,17,0,1,2,211,9,6,5,12,15,0,3,12,14,"davis001","cookd001","olsog001","","andeb001",7,"devem001",8,"ripkc001",6,"millr002",3,"davig001",10,"gomel001",5,"hoilc001",2,"orsuj001",9,"ripkb001",4,"loftk001",8,"howat001",9,"baerc001",4,"bellj002",7,"sorrp001",3,"hillg001",10,"jacob001",5,"lewim001",6,"aloms001",2,"olsog001","lilld001"
"CLE199206160","19920616",0,"Tuesday",0,"T","N","BAL","CLE","CLE07","mcdob001","armsj001","evanj901","mccol901","hendt901","meric901","","",11754,"STATS Inc.","","STATS Inc.","","",1,1,66,6,12,0,1,1,177,9,5,7,8,12,1,0,6,7,"armsj001","mcdob001","olins001","","andeb001",7,"devem001",8,"ripkc001",6,"horns001",10,"millr002",3,"orsuj001",9,"gomel001",5,"hoilc001",2,"ripkb001",4,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"whitm001",9,"jacob001",5,"lewim001",6,"aloms001",2,"froht001","olins001"
"CLE199206170","19920617",0,"Wednesday",0,"T","D","BAL","CLE","CLE07","mussm001","nagyc001","mccol901","hendt901","meric901","evanj901","","",11334,"STATS Inc.","","STATS Inc.","","",1,1,85,8,10,0,1,1,141,9,2,3,13,5,0,0,8,3,"nagyc001","mussm001","","","andeb001",7,"devem001",8,"ripkc001",6,"horns001",10,"millr002",3,"orsuj001",9,"gomel001",5,"hoilc001",2,"mclem001",4,"loftk001",8,"howat001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"whitm001",9,"jacob001",5,"lewim001",6,"ortij001",2,"davis001",""
"CLE199206260","19920626",0,"Friday",0,"T","N","TOR","CLE","CLE07","guzmj003","armsj001","hirsj901","garcr901","morrd901","welkt901","","",16299,"STATS Inc.","","STATS Inc.","","",1,1,68,5,8,0,1,1,152,9,6,1,10,4,0,2,6,2,"guzmj003","armsj001","","","whitd001",8,"alomr001",4,"cartj001",9,"winfd001",10,"olerj001",3,"grubk001",5,"maldc001",7,"bordp001",2,"lee-m001",6,"loftk001",8,"colea001",7,"baerc001",4,"bellj002",10,"sorrp001",3,"whitm001",9,"aloms001",2,"thomj002",5,"lewim001",6,"macdr001","olins001"
